,scene_id,text,character,cAGR,cCON,cEXT,cOPN,cNEU
646,04_e18_c02,"<b>s04_e18_c02(0) for Ross</b><br><br><b>Emily</b>: I left a bra drying on the shower rod, you don't think your son will think it's yours and be horribly traumatised?<br><br><b>Ross</b>: Hey, if mommy can have a wife, daddy can have a bra.<br><br><b>Emily</b>: (checks the clock) Ohh, it's time to go.<br><br><b>Ross</b>: Oh, no-no-no, see, that-that clock's a little fast, uh, we have 17 minutes. Huh, what can we do in 17 minutes? Twice?<br><br><b>Emily</b>: Well that's ambitious.<br><br>(They kiss but are interrupted by a knock on the door.)<br><br><b>Ross</b>: Hey, uh, you can ignore that.<br><br><b>Emily</b>: That's Carol with your son!<br><br><b>Ross</b>: Uhh, believe me when he's older, he'll understand.<br><br><b>Carol</b>: (knocking on the door) Ross!<br><br><b>Ross</b>: I'll be right there. (He goes over and opens the door to Carol, Susan, and Ben.) (To Ben.) Hello! (To Carol.) Hello! (To Susan.) Hey. Uhh, Emily, this is Carol and Susan.<br><br>",Ross,0,0,0,1,0
647,04_e18_c03,"<b>s04_e18_c03(0) for Joey</b><br><br><b>Phoebe</b>: Hi!<br><br><b>Joey</b>: Hey!<br><br><b>Chandler</b>: Hey! Do we have a baby name yet?<br><br><b>Phoebe</b>: Ugh! No! This is so hard! I went through this whole book (Holds up a book) and found nothing! I want a name that's really like, y'know strong and confident, y'know? Like-like Exxon.<br><br><b>Chandler</b>: Well, it certainly worked for that Valdez kid.<br><br><b>Joey</b>: Ooh-ooh, Pheebs, you want a strong name? How about, The Hulk?<br><br><b>Phoebe</b>: No, I'm-I'm not sure about Hulk, but I like the idea of a name starting with ""The.""<br><br><b>Joey</b>: Oh, want a good name, go with Joey. Joey's your pal. Joey's your buddy. ""Where is everybody?"" ""Well, they're hanging out with Joey.""<br><br><b>Chandler</b>: Hey, y'know what, if you're gonna do that, if you're gonna name him Joey, you should name him Chandler. (Phoebe doesn't think so.) Oh, come on! Chandler's funny, sophisticated, and he's very loveable, once you get to know him.<br><br>",Joey,0,0,0,1,0
648,04_e18_c04,"<b>s04_e18_c04(0) for Rachel</b><br><br><b>Rachel</b>: Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing. (She's holding two frilly, lace nighties.)<br><br><b>Monica</b>: Y'know what? It really creeps me out choosing other people's sex clothes.<br><br><b>Rachel</b>: Sorry. I'm so exited! I've been waiting for this for months! I got my hair coloured! I got new sheets! I'm making him a very fancy meal.<br><br><b>Monica</b>: Um-hmm.<br><br>",Rachel,0,1,0,1,1
649,04_e18_c05,"<b>s04_e18_c05(0) for Chandler</b><br><br><b>Ross</b>: Hey!<br><br><b>Joey</b>: Hey!<br><br><b>Chandler</b>: Hey!<br><br><b>Ross</b>: So uh, Emily called last night...<br><br><b>Chandler</b>: And now you're giving me the message!<br><br><b>Ross</b>: Turns out them Emily is just crazy about Susan. Yeah, they're going to the theatre together! They're going to dinner! They're going horseback riding!<br><br><b>Phoebe</b>: God, Susan is so fun!<br><br><b>Ross</b>: Look, this is just a little too familiar, okay? For like, for Like six months before Carol and I spilt up, all I heard was ""My friend Susan is so smart. My friend Susan is so funny. My friend Susan is so great.""<br><br><b>Chandler</b>: You actually think that something can happen between Emily and Susan?<br><br><b>Ross</b>: Hey, they're going to the gym together! Two women! Stretching! Y'know they-they take a steam together! Things get a little playful-didn't you see Personal Best?<br><br><b>Joey</b>: No, but I'm gonna!<br><br><b>Chandler</b>: Hi! Hi! You're crazy! Okay? This is Emily. Emily is straight.<br><br>",Chandler,1,0,0,1,0
650,04_e18_c05,"<b>s04_e18_c05(0) for Ross</b><br><br><b>Ross</b>: Hey!<br><br><b>Joey</b>: Hey!<br><br><b>Chandler</b>: Hey!<br><br><b>Ross</b>: So uh, Emily called last night...<br><br><b>Chandler</b>: And now you're giving me the message!<br><br><b>Ross</b>: Turns out them Emily is just crazy about Susan. Yeah, they're going to the theatre together! They're going to dinner! They're going horseback riding!<br><br><b>Phoebe</b>: God, Susan is so fun!<br><br><b>Ross</b>: Look, this is just a little too familiar, okay? For like, for Like six months before Carol and I spilt up, all I heard was ""My friend Susan is so smart. My friend Susan is so funny. My friend Susan is so great.""<br><br><b>Chandler</b>: You actually think that something can happen between Emily and Susan?<br><br><b>Ross</b>: Hey, they're going to the gym together! Two women! Stretching! Y'know they-they take a steam together! Things get a little playful-didn't you see Personal Best?<br><br><b>Joey</b>: No, but I'm gonna!<br><br><b>Chandler</b>: Hi! Hi! You're crazy! Okay? This is Emily. Emily is straight.<br><br><b>Ross</b>: How do you know? I mean we thought Carol was straight before I married her!<br><br><b>Phoebe</b>: Yeah, I definitely. I don't like the name Ross.<br><br><b>Ross</b>: What a weird way to kick me when I'm down.<br><br><b>Phoebe</b>: No! No! I-I meant for the baby!<br><br><b>Ross</b>: Oh. What's wrong with Ross?<br><br><b>Phoebe</b>: Well, it's just y'know that something like this would never to like The Hulk, y'know...<br><br><b>Ross</b>: Actually that-that's not true, in The Incredible Hulk uh, No. 72, Dr. Bruce Banner found... (Sees everyone staring at him and stops.) Y'know, ugh, nevermind, my girlfriend's a lesbian. (Leaves.)<br><br>",Ross,1,0,1,0,0
651,04_e18_c07,"<b>s04_e18_c07(0) for Carol</b><br><br><b>Ross</b>: (opening the door.) Hey!<br><br><b>Carol</b>: Hey! How's Ben?<br><br><b>Ross</b>: Well, I asked him if he wanted to eat, he said, ""No."" I asked him if he wanted to sleep, he said, ""No."" I asked him what he wanted to do, he said, ""No."" So, he's sweeping. (We see Ben playing with a broom and a dustpan.)<br><br><b>Carol</b>: Hey, Ben! Hey!<br><br><b>Ross</b>: So umm, any word from Susan?<br><br><b>Carol</b>: Ooh, yeah! She said she's having sooo much fun with Emily.<br><br><b>Ross</b>: Uh-huh. Uh-huh. Uh, by the by, did it uh, did it ever occur to you that, I don't know, maybe they might be having a little too much fun?<br><br><b>Carol</b>: What's too much fun?<br><br><b>Ross</b>: Y'know, the kind of fun, you and Susan had when we were married.<br><br><b>Carol</b>: Oh my God, you are so paranoid!<br><br><b>Ross</b>: Am I?!<br><br><b>Carol</b>: Yes!<br><br>",Carol,0,1,1,0,0
652,04_e18_c08,"<b>s04_e18_c08(0) for Mr. Burgin</b><br><br><b>Joshua</b>: Oh yeah, yeah uh, it's down the hall and uh, second door to your left.<br><br><b>Rachel</b>: Ah.<br><br>(She goes down the hall. Joshua goes to put the food away when his parents walk in.)<br><br><b>Mrs. Burgin</b>: Oh, hi, darling!<br><br><b>Joshua</b>: Mom, Dad, what are you guys doing here?<br><br><b>Mrs. Burgin</b>: Oh, well we cut the trip short.<br><br><b>Mr. Burgin</b>: France sucks!<br><br><b>Joshua</b>: Umm, this may be a little weird, but I-I-I got a date here.<br><br><b>Mrs. Burgin</b>: Oh, say no more!<br><br><b>Mr. Burgin</b>: We'll just grab some food and take it with us right upstairs, and we'll be right out of you hair.<br><br><b>Joshua</b>: Oh, that-that would be great. So you didn't even get to Italy?<br><br>",Mr. Burgin,1,0,0,1,1
653,04_e18_c08,"<b>s04_e18_c08(0) for Mrs. Burgin</b><br><br><b>Rachel</b>: Ohh, you should know, this place is a real babe magnet. Wanna make out?<br><br>(They kiss.)<br><br><b>Joshua</b>: Hey, here's an idea. Why don't uh, I put the food in the fridge and we can eat it later?<br><br><b>Rachel</b>: That sounds like a plan. Umm, is there a place I can go freshen up?<br><br><b>Joshua</b>: Oh yeah, yeah uh, it's down the hall and uh, second door to your left.<br><br><b>Rachel</b>: Ah.<br><br>(She goes down the hall. Joshua goes to put the food away when his parents walk in.)<br><br><b>Mrs. Burgin</b>: Oh, hi, darling!<br><br><b>Joshua</b>: Mom, Dad, what are you guys doing here?<br><br><b>Mrs. Burgin</b>: Oh, well we cut the trip short.<br><br><b>Mr. Burgin</b>: France sucks!<br><br><b>Joshua</b>: Umm, this may be a little weird, but I-I-I got a date here.<br><br><b>Mrs. Burgin</b>: Oh, say no more!<br><br>",Mrs. Burgin,1,0,0,1,0
654,04_e18_c10,"<b>s04_e18_c10(0) for Chandler</b><br><br><b>Joey</b>: Dude, I am sorry about what I said!<br><br><b>Chandler</b>: No, no, you're right, it is a ridiculous name!<br><br><b>Joey</b>: It's not that bad.<br><br><b>Chandler</b>: Yes it is! From now on, I have no first name.<br><br><b>Joey</b>: So, you're just Bing?<br><br><b>Chandler</b>: I have no name.<br><br><b>Phoebe</b>: All right, so, what are we supposed to call you?<br><br><b>Chandler</b>: Okay uh, for now, temporarily, you can call me, Clint.<br><br><b>Joey</b>: No way are you cool enough to pull of Clint.<br><br><b>Chandler</b>: Okay, so what name am I cool enough to pull off?<br><br><b>Phoebe</b>: Umm, Gene.<br><br>",Chandler,1,0,0,0,1
655,04_e18_c11,"<b>s04_e18_c11(0) for Phoebe</b><br><br><b>Ross</b>: (returning from the phone.) So, I just picked up a message from Emily, she and Susan are going to a poetry reading together!<br><br><b>Rachel</b>: So?<br><br><b>Ross</b>: So! Poetry? Susan's gay! They're being gay together!<br><br><b>Monica</b>: Emily's straight.<br><br><b>Ross</b>: Oh, wake up!<br><br><b>Phoebe</b>: Wow, Carol really messed you up!<br><br><b>Ross</b>: Excuse me?<br><br><b>Phoebe</b>: Yeah, she turned you into this-this-this untrusting, crazy, jealous, sycophant. (They all look at her.) All right, so I don't know what sycophant means, but the rest is right.<br><br>",Phoebe,1,0,0,1,1
656,04_e18_c13,<b>s04_e18_c13(0) for Ross</b><br><br><b>Ross</b>: Nice luggage.<br><br><b>Carol</b>: I was gonna say...<br><br>(Susan and Emily get off.)<br><br><b>Susan</b>: Hey!<br><br>(They both run and hug they're respective partners.)<br><br><b>Ross</b>: Hi!<br><br>,Ross,0,0,0,1,0
657,04_e19_c03,"<b>s04_e19_c03(0) for Phoebe</b><br><br><b>Phoebe</b>: (entering, wearing Santa pants) Hello!<br><br><b>Chandler</b>: Ho! Ho! Ho!<br><br><b>Phoebe</b>: Excuse me.<br><br><b>Chandler</b>: Your pants!<br><br><b>Phoebe</b>: Oh, yeah! You like 'em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!<br><br><b>Joey</b>: Uhh, Pheebs, those are uh, those are Santa pants.<br><br><b>Phoebe</b>: What?<br><br><b>Chandler</b>: Santa pants. (Phoebe still doesn't get it.) Santa Claus's pants.<br><br><b>Phoebe</b>: Nuh-uh! They're maternity pants. They even came with a list of baby names. (Pulls out a sheet of paper which lists who's been naughty and who's been nice.) See, these names are good, and these names are bad. (Finally, she figures it out.) Ohh.<br><br><b>Rachel</b>: (entering) Hey!<br><br><b>Monica</b>: (entering) Hey!<br><br><b>Rachel</b>: So-Hey, Pheebs! So, how are the elves?<br><br><b>Phoebe</b>: I don't know! How are the-the-the-the, y'know-You're clothes aren't funny.<br><br>",Phoebe,0,1,0,0,1
658,04_e19_c03,"<b>s04_e19_c03(1) for Chandler</b><br><br><b>Monica</b>: Yeah, apparently, they're pretty good seats.<br><br><b>Rachel</b>: Yeah.<br><br><b>Joey</b>: (examining the tickets) Oh my God! Those are almost right on the floor!<br><br><b>Rachel</b>: Do you guys want these?<br><br><b>Joey</b>: Yeah!<br><br><b>Chandler</b>: Yeah we do!<br><br><b>Rachel</b>: Ohh, well you got 'em.<br><br><b>Both</b>: All right!<br><br><b>Rachel</b>: Just give us our apartment back!<br><br><b>Phoebe</b>: Boy! I didn't see that coming!<br><br><b>Chandler</b>: Are you serious?<br><br><b>Rachel</b>: Oh, come on! We know what these are worth.<br><br><b>Monica</b>: Yeah, what, do you think we're stupid?<br><br><b>Joey</b>: You're not stupid. You're meaner than I thought.<br><br><b>Monica</b>: What do you say?<br><br>",Chandler,1,0,0,1,0
659,04_e19_c04,"<b>s04_e19_c04(0) for Joey</b><br><br><b>Joey</b>: Come on!<br><br><b>Chandler</b>: (ignoring him) Yes, Gunther, can I get two cups of chino, please?<br><br><b>Gunther</b>: Good one.<br><br><b>Joey</b>: Come on, season tickets! Season tickets, do you know what that means?<br><br><b>Chandler</b>: Forget it! Okay, I'm not giving up the apartment.<br><br><b>Joey</b>: Oh come-look, when I was a kid my dad's company gave season tickets to the number one salesman every year, all right? My dad never won! Of course, he wasn't in the sales division, but still, I never ever, ever forgot that!<br><br><b>Ross</b>: (entering) Hey, guys! (They both notice his new little friend)<br><br><b>Joey</b>: Hey!<br><br><b>Chandler</b>: Oh my God!<br><br><b>Joey</b>: We don't make enough fun of you already?<br><br><b>Ross</b>: Oh yeah, Emily convinced me to do it.<br><br><b>Chandler</b>: You do know that Wham broke up?<br><br><b>Ross</b>: I like it, and Emily likes it, and that's what counts. So uh, how are you guys doing?<br><br><b>Joey</b>: Oh-no, don't try and talk all normal with that thing in your ear.<br><br>",Joey,1,1,0,1,0
660,04_e19_c05,"<b>s04_e19_c05(1) for Rachel</b><br><br><b>Chandler</b>: Why are you screaming and hugging?<br><br><b>Monica</b>: Because we won our apartment back!<br><br><b>Joey</b>: What? Ace is high! Jack, queen, king, ace!<br><br><b>Monica</b>: No! Ace is low! Ace, two, three, four!<br><br>(They all look to Phoebe to settle this.)<br><br><b>Phoebe</b>: I don't know. Ooh! Ooh! Look it! (She fans out the trick deck.) Ah-ha!<br><br><b>Rachel</b>: All right, cut, let's pick again, pick again.<br><br><b>Joey</b>: Okay.<br><br><b>Rachel</b>: Come on apartment! Come on apartment! (Picks a card.) Oh! I know queen is high!<br><br>",Rachel,1,0,0,0,1
661,04_e19_c05,"<b>s04_e19_c05(3) for Chandler</b><br><br><b>Phoebe</b>: I don't know. Ooh! Ooh! Look it! (She fans out the trick deck.) Ah-ha!<br><br><b>Rachel</b>: All right, cut, let's pick again, pick again.<br><br><b>Joey</b>: Okay.<br><br><b>Rachel</b>: Come on apartment! Come on apartment! (Picks a card.) Oh! I know queen is high!<br><br><b>Joey</b>: Uh-huh, not as high as...(picks a card) It worked! King!<br><br><b>Chandler</b>: Yeah baby!<br><br><b>Monica</b>: But, we pick again! We pick again!<br><br>",Chandler,0,0,0,1,0
662,04_e19_c05,"<b>s04_e19_c05(3) for Monica</b><br><br><b>Rachel</b>: All right, cut, let's pick again, pick again.<br><br><b>Joey</b>: Okay.<br><br><b>Rachel</b>: Come on apartment! Come on apartment! (Picks a card.) Oh! I know queen is high!<br><br><b>Joey</b>: Uh-huh, not as high as...(picks a card) It worked! King!<br><br><b>Chandler</b>: Yeah baby!<br><br><b>Monica</b>: But, we pick again! We pick again!<br><br>",Monica,1,1,1,1,1
663,04_e19_c05,"<b>s04_e19_c05(2) for Chandler</b><br><br><b>Joey</b>: Uhh, they're tall.<br><br><b>Phoebe</b>: Ooh, three points. Both fine answers, but we were looking for leafy, leafy.<br><br>(Joey turns and is angry that Chandler didn't come up with the answer.)<br><br><b>Monica</b>: That's not even a game!<br><br><b>Rachel</b>: What? Shut up! We're winning!<br><br><b>Monica</b>: You wanna finish this right now? All right, we get a deck of cards, high card wins. What do you say?<br><br><b>Chandler</b>: Fine, let's do it.<br><br><b>Phoebe</b>: Oh, I have cards!<br><br><b>Joey</b>: Oh.<br><br><b>Monica</b>: Oh, good.<br><br><b>Phoebe</b>: Yeah! Here! (She grabs a deck out of her purse) Oh no, these are the trick deck. Okay. Here yes. Okay.<br><br><b>Chandler</b>: Okay, you guys uh, you guys pick first<br><br><b>Rachel</b>: Okay.<br><br><b>Monica</b>: Okay. (She picks a card.) Four.<br><br><b>Chandler</b>: That's a low one!<br><br><b>Joey</b>: Yeah! Okay. (Joey picks a card.) Phoebe, you look, I can't.<br><br><b>Phoebe</b>: What make you think I can?! (Shields her eyes from it.)<br><br><b>Joey</b>: Okay. Okay. (He looks at the card.) Ace!<br><br>(Both Joey and Chandler and Monica and Rachel jump up and down for joy.)<br><br><b>Chandler</b>: Why are you screaming and hugging?<br><br>",Chandler,1,0,1,1,0
664,04_e19_c05,"<b>s04_e19_c05(1) for Monica</b><br><br><b>Joey</b>: Okay!<br><br><b>Chandler</b>: Okay!<br><br><b>Phoebe</b>: This is great!<br><br><b>Joey</b>: What's the game?! What's the game?!<br><br><b>Phoebe</b>: Oh, well, it doesn't have a name-oh, okay, Phoebeball! No, it doesn't have a name. Umm, okay, Monica, what is your favourite thing about trees?<br><br><b>Monica</b>: They're green?<br><br><b>Phoebe</b>: Good! Good! Five points!<br><br>(They both rejoice; Chandler is totally confused.)<br><br><b>Phoebe</b>: All right, Joey, same question.<br><br>(He looks to Chandler, who doesn't have a clue.)<br><br><b>Joey</b>: Uhh, they're tall.<br><br><b>Phoebe</b>: Ooh, three points. Both fine answers, but we were looking for leafy, leafy.<br><br>(Joey turns and is angry that Chandler didn't come up with the answer.)<br><br><b>Monica</b>: That's not even a game!<br><br><b>Rachel</b>: What? Shut up! We're winning!<br><br><b>Monica</b>: You wanna finish this right now? All right, we get a deck of cards, high card wins. What do you say?<br><br><b>Chandler</b>: Fine, let's do it.<br><br><b>Phoebe</b>: Oh, I have cards!<br><br><b>Joey</b>: Oh.<br><br><b>Monica</b>: Oh, good.<br><br><b>Phoebe</b>: Yeah! Here! (She grabs a deck out of her purse) Oh no, these are the trick deck. Okay. Here yes. Okay.<br><br><b>Chandler</b>: Okay, you guys uh, you guys pick first<br><br><b>Rachel</b>: Okay.<br><br><b>Monica</b>: Okay. (She picks a card.) Four.<br><br>",Monica,0,0,0,1,0
665,04_e19_c05,"<b>s04_e19_c05(0) for Phoebe</b><br><br><b>Monica</b>: Oh, just do it!!<br><br><b>Chandler</b>: Op, op, I'm convinced!<br><br><b>Joey</b>: Come on man, you know I'd do it for you! Because, you're my best friend.<br><br><b>Chandler</b>: All right, but you can't use that again for a whole year. I'm in.<br><br><b>Joey</b>: All right!<br><br><b>Phoebe</b>: Ooh, this is so exciting! Ooh, God, what are you going to bet?<br><br><b>Rachel</b>: Oh, okay, well, I think we should let Phoebe decide, because she's the only who's impartial, and she's so pretty.<br><br><b>Phoebe</b>: Okay. Umm, ooh, ooh-oh, I have a game!<br><br><b>Joey</b>: Okay!<br><br><b>Chandler</b>: Okay!<br><br><b>Phoebe</b>: This is great!<br><br><b>Joey</b>: What's the game?! What's the game?!<br><br><b>Phoebe</b>: Oh, well, it doesn't have a name-oh, okay, Phoebeball! No, it doesn't have a name. Umm, okay, Monica, what is your favourite thing about trees?<br><br><b>Monica</b>: They're green?<br><br><b>Phoebe</b>: Good! Good! Five points!<br><br>(They both rejoice; Chandler is totally confused.)<br><br><b>Phoebe</b>: All right, Joey, same question.<br><br>(He looks to Chandler, who doesn't have a clue.)<br><br><b>Joey</b>: Uhh, they're tall.<br><br><b>Phoebe</b>: Ooh, three points. Both fine answers, but we were looking for leafy, leafy.<br><br>(Joey turns and is angry that Chandler didn't come up with the answer.)<br><br><b>Monica</b>: That's not even a game!<br><br><b>Rachel</b>: What? Shut up! We're winning!<br><br><b>Monica</b>: You wanna finish this right now? All right, we get a deck of cards, high card wins. What do you say?<br><br><b>Chandler</b>: Fine, let's do it.<br><br><b>Phoebe</b>: Oh, I have cards!<br><br><b>Joey</b>: Oh.<br><br><b>Monica</b>: Oh, good.<br><br><b>Phoebe</b>: Yeah! Here! (She grabs a deck out of her purse) Oh no, these are the trick deck. Okay. Here yes. Okay.<br><br>",Phoebe,0,0,0,0,0
666,04_e19_c06,"<b>s04_e19_c06(0) for Ross</b><br><br><b>Ross</b>: Hey!<br><br><b>Emily</b>: I packed while you were gone. I left some knickers under your pillow.<br><br><b>Ross</b>: (laughs) Move in with me.<br><br><b>Emily</b>: What?!<br><br><b>Ross</b>: Don't be scared, I-I know it sounds crazy and-and people will say it's too soon, but just-just think, think how great it will be.<br><br><b>Emily</b>: Ohh, no. Ugh. Oh, leaving London, my whole family lives there.<br><br><b>Ross</b>: I know.<br><br><b>Emily</b>: My job!<br><br><b>Ross</b>: Well, so, you-you'll get a job here! I mean, I'm always hearing about uh, them foreigners coming in here and stealing American jobs; that could be you!<br><br><b>Emily</b>: Yeah, but it-it-it's my whole life-you come to England.<br><br><b>Ross</b>: No, I can't. I would, I really would, but my son is here; I can't leave him. Isn't-you don't think there's any way?<br><br><b>Emily</b>: Ohh, I don't think so. I mean it would be different if it was way into the future &#150;and-and-and we were getting married or something.<br><br><b>Ross</b>: What?<br><br><b>Emily</b>: Oh no, no, right I shouldn't have said married. Uh, please don't go freaky on me. I didn't mean it. Well, I didn't say it; I take it back!<br><br><b>Ross</b>: No, no, don't. Why don't we?<br><br><b>Emily</b>: Why don't we what?<br><br><b>Ross</b>: Get married.<br><br><b>Emily</b>: You are mad!<br><br><b>Ross</b>: No! No! I'm not! It's-it's-it's perfect! I mean it's better than you just-just moving here, 'cause it's us together forever, and that's-that's what I want.<br><br><b>Emily</b>: We've only known each other for six weeks!<br><br><b>Ross</b>: Yeah, I know, so what? I mean, who's-who's to say? Does that me we-we can't do it? Look, huh, I was with Carol for four years before we got married and I wound up divorced from a pregnant lesbian. I mean, this, this makes sense for us. Come on! I mean, on our first date we ended up spending the whole weekend in Vermont! I mean, last night I got my ear pierced! Me! This feels right. Doesn't it?<br><br><b>Emily</b>: My parents are going to be really mad.<br><br><b>Ross</b>: Is that-are you saying yes? Is that yes?<br><br><b>Emily</b>: Yes.<br><br>(They kiss and hug.)<br><br><b>Emily</b>: Yes!<br><br><b>Ross</b>: Yes! We're getting married?!<br><br><b>Emily</b>: Oh my God!<br><br><b>Ross</b>: Yes!<br><br><b>Emily</b>: We're getting married!<br><br>",Ross,0,1,0,0,1
667,04_e19_c07,"<b>s04_e19_c07(0) for Ross</b><br><br><b>Rachel</b>: Yeah! Can you believe that something that stupid actually got us our apartment back?<br><br><b>Phoebe</b>: That's so funny to think if you'd just done that right after the last contest, no one would have had to move at all.<br><br><b>Monica</b>: Yeah, let-let-let's pretend that's not true.<br><br><b>Rachel</b>: Yeah.<br><br><b>Phoebe</b>: Okay, scarf's done. (It's not really a scarf, it's just a bunch of yarn that Phoebe has tied together. Just then, Ross and Emily enter dragging with them Joey and Chandler.)<br><br><b>Ross</b>: Come on! Come on. Come on.<br><br><b>Chandler</b>: Okay!<br><br><b>Phoebe</b>: Hey!<br><br><b>Ross</b>: Hey!<br><br><b>Monica</b>: What-what's going on?<br><br><b>Joey</b>: Ross has some big thing to tell everyone.<br><br><b>Ross</b>: Uhh, okay, it's uh, Emily and I, we decided to uh, to get married.<br><br>(The gang is stunned.)<br><br><b>Phoebe</b>: What? Oh, are you pregnant too?!<br><br><b>Emily</b>: Umm, no.<br><br><b>Monica</b>: When, when did-how, how did you...<br><br><b>Ross</b>: We, we just decided to uh, to go for it.<br><br><b>Emily</b>: I mean, we know it's a bit hasty but, uh, it just feels so right, so...<br><br>(Rachel slowly walks in from her bedroom. She is stunned speechless.)<br><br><b>Ross</b>: (turning around.) Umm, uh, I was just telling the guys...<br><br><b>Rachel</b>: Yeah, I-I heard. (Pause, everyone looks at each other, waiting for Rachel's reaction.) I think it's great! (Hugs Ross.) Ohh, I'm so happy for you!<br><br>(Seeing Rachel's apparently okay with this, the rest of the gang jumps up to congratulate Ross and Emily on their pending nuptials.)<br><br>",Ross,0,1,1,1,1
668,04_e19_c07,"<b>s04_e19_c07(1) for Joey</b><br><br><b>Rachel</b>: We took our apartment back!! (Slams the door shut.)<br><br><b>Phoebe</b>: (opening the door) I had nothing to do with it. (Closes the door.) (Opens the door.) Okay, it was my idea, but I don't feel good about it.<br><br>(She goes to close the door, but Chandler puts his foot it in.)<br><br><b>Chandler</b>: We are switching back, right now!<br><br><b>Monica</b>: No, we're not! We're not leaving!<br><br><b>Chandler</b>: Well, you're gonna have to leave sometime, because you both have jobs, and as soon as you do, we're switching it back! There's nothing you can do to stop us! Right, Joe?<br><br><b>Joey</b>: I don't know.<br><br><b>Chandler</b>: What?<br><br><b>Joey</b>: I don't want to move again!<br><br>",Joey,1,0,1,1,1
669,04_e20_c02,"<b>s04_e20_c02(0) for Joey</b><br><br><b>Gunther</b>: You don't need to fill these silences.<br><br><b>Chandler</b>: Oh, okay, thanks. (He goes back to the couch and rejoins Monica, Joey, and Phoebe.)<br><br><b>Monica</b>: Chandler, that's like your fourth cup of coffee!<br><br><b>Chandler</b>: Well, I am drinking lots of cups of coffee because I'm exhausted! Because Joey started snoring!<br><br><b>Monica</b>: He's in a different room! He's really that loud?<br><br><b>Joey</b>: (proudly) Oh, you should here me.<br><br><b>Chandler</b>: It's not something to be proud of, okay? You have to go to a sleep clinic!<br><br><b>Joey</b>: Look, I told ya, I'm not going to any clinic! I don't have a problem, you're the one with the problem! You should go to a ""Quit being a baby and leave me alone"" clinic!<br><br><b>Chandler</b>: They don't have those.<br><br><b>Joey</b>: Yeah, they do! Quit being a baby and leave me alone! There, you've just had your first class!<br><br><b>Monica</b>: Y'know I used to go out with this guy that was a really light sleeper, and whenever I started to snore, he would just roll me over...<br><br><b>Joey</b>: Ohhh, yeah!<br><br><b>Monica</b>: He would just roll me over and I would stop snoring.<br><br><b>Chandler</b>: Next time you snore, I'm rolling ya over!<br><br><b>Joey</b>: I gotta do what I gotta do, you gotta do what you gotta do, you just do it.<br><br>",Joey,1,1,0,1,1
670,04_e20_c07,"<b>s04_e20_c07(1) for Rachel</b><br><br><b>Chandler</b>: Because weddings are a great place to meet women, and when I dance, I look like this... (Starts to dancing really, really, really badly. Ross enters behind him and he stops.)<br><br><b>Ross</b>: Hey man.<br><br><b>Chandler</b>: Hey!<br><br><b>Ross</b>: So, what are you guys doing four weeks from today?<br><br><b>Chandler</b>: Nothing.<br><br><b>Rachel</b>: Nothing.<br><br><b>Joey</b>: I am... (Looks in his date book.) free!<br><br><b>Ross</b>: Great! Because Emily and I are getting married in a month!<br><br><b>Chandler, Joey, Ross</b>: What?!<br><br><b>Ross</b>: Yep!<br><br><b>Rachel</b>: In a month?<br><br><b>Ross</b>: Yeah!<br><br><b>Rachel</b>: You mean, you mean 30 days?<br><br><b>Ross</b>: Yeah.<br><br>",Rachel,1,0,1,1,1
671,04_e20_c09,"<b>s04_e20_c09(0) for Marjorie</b><br><br><b>Joey</b>: (sleepily) Yeah, she is. Wow! (Falls back asleep, loudly) How you doin'?<br><br>(Chandler wakes him up, again.)<br><br><b>Joey</b>: What?!<br><br><b>Chandler</b>: You're coming on to the entire room! (He goes over to pick up a stack of magazines next to her, and to get her attention, he throws them back down.) I'm Chandler.<br><br><b>Woman</b>: I'm Marjorie.<br><br><b>Chandler</b>: Hi.<br><br><b>Marjorie</b>: Hi.<br><br><b>Chandler</b>: You mind if I...<br><br>",Marjorie,1,1,1,1,1
672,04_e21_c09,"<b>s04_e21_c09(0) for Rachel</b><br><br><b>Rachel</b>: Ross do you realise this is the first time in my life I'm doing something I actually care about. This is the first time in my life I'm doing something that I'm actually good at. I mean. if you don't get that...<br><br><b>Ross</b>: No, hey, I get that, okay, I get that big time. And I'm happy for ya, but I'm tired of having a relationship with your answering machine! Okay, I don't know what to do anymore.<br><br><b>Rachel</b>: Well neither do I!<br><br><b>Ross</b>: Is this about Mark?<br><br><b>Rachel</b>: (shocked) Oh my God.<br><br><b>Ross</b>: Okay, it's not, it's not.<br><br>",Rachel,1,1,0,1,1
